,tweet,label,marker
41,next door mozzi famili,hate,1
3311,twat view black like dont deserv right place call home,nothate,0
57,muslim hostil countri valu,hate,1
1788,get asian represent day,nothate,0
3664,great success muzzi infest england like cockroach clean kitchen,hate,1
2926,swim difficult sport learn swim,nothate,0
2547,favourit charact madagascar baboon true rendit african,hate,1
2813,would kill bare hand whoever make comput suck,nothate,0
3770,love cleaner hardwork love dont clean toilet,nothate,0
302,imagin world without dyke let make happen,hate,1
4867,lesbian general realli execr accord christian,nothate,0
3855,let immigr come without mani check theyll contribut economi teach u languag strenghten educ standard know even oxbridg might get benefit itd fantast,nothate,0
1127,muslim dont like rule stay countri,hate,1
2555,want fuck kill live next tranni,hate,1
4465,bl ac k physic go place way,hate,1
3128,seem predomin immigr high crime area,hate,1
533,spaniard barbar,hate,1
3809,sinc free movement money fuck job bloodi foreign,hate,1
4295,go privat stop use nh,nothate,0
2712,half chine smelliest kid know,hate,1
2969,tenni muscl strong,nothate,0
3722,covid caus fuck disast countri wish would fuck die along chine start,hate,1
3694,kill mussi islam die year,hate,1
2503,mum realli come room tell hate neighbour mean agre littl privaci plea,nothate,0
4374,dont care rapefuge becom homeless,hate,1
1659,p network renew last week spank everi littl indian cunt warzon tier,hate,1
3472,think fulli possibl sing along without say nigger,nothate,0
1206,fuck hate go hairdress,nothate,0
2264,hope black peopl understand import despit curriculum lead u believ,nothate,0
2022,honest kill hermi go back ground zero rebuild societi,hate,1
1497,reason wake morn fuck yeah love see peopl support nazi,hate,1
3834,downfal countri pandem respons ban foreign virus goe away,hate,1
3348,guy school tell black useless plea repli prove wrong thank,nothate,0
2164,think browser need refresh see page load,nothate,0
876,kick muslim countri,hate,1
4127,spain one million new diagnos corona,nothate,0
705,lead black activist era includ olaudah equiano ignatius sancho quobna ottobah cugoano,nothate,0
1648,offft blm nigga think,hate,1
4998,bird mean fli fuck ground except woman cours cant cum dumpster theyr sky,hate,1
2456,shithol suck like woman,hate,1
1368,pretti sure mnglds rabi theyr relat dog,hate,1
4578,hate dirti nigger that tell employ,nothate,0
1852,worthless excus human that woman,hate,1
3955,islam bad bullshit anyon think,hate,1
2647,bring back intern camp kill japanes peopl alreadi,hate,1
2766,area lot chine peopl multicovid,hate,1
4177,eat fuck goat goat ador man afrian r sik,hate,1
2070,think great idea make foreign want leav countri need diver,nothate,0
1423,statist show increas number black resid area,nothate,0
3134,clear transgend beyond redempt dead,hate,1
3028,pay siingl pound fuck trash car rip like niggr,hate,1
288,asian less civil,hate,1
3505,jew get rich rich poor get poor wish would die,hate,1
4045,cant cope fuck corona stuff,nothate,0
294,kid fault theyr gay blame parent,hate,1
3361,think smart kid fairi fairytal exist fairi real life either,nothate,0
1539,pikey bear set distinct skill trait,hate,1
4003,fuck mani mussi uk,hate,1
1655,world ruler leader promot nazism,hate,1
3176,portrait isnt exact masterpiec bit shit,nothate,0
1534,lot black woman place work,nothate,0
4891,fuck outta,nothate,0
2317,fan call gay brave peopl know much fight right like rest u,nothate,0
72,distinguish muslim woman letterbox take time,hate,1
3515,bixexu fuck dumb fad need fuck die,hate,1
4633,good play piano embarrass,nothate,0
2914,wont take rest trash smell fuck gross,nothate,0
4171,cant believ dog fuck half breed,nothate,0
538,could wors could pakistani,hate,1
2153,least kid arent mix confus like orphan,nothate,0
4172,cant believ fuck half breed that repuls,hate,1
4719,join footbal team run fast,nothate,0
3187,realli cant stand black live matter shit matter get,hate,1
379,muslim need realiti check innoc think,hate,1
1390,mulatta bad kinda mix,hate,1
1052,everywher look london overrun wog,hate,1
4438,pit bull terrier danger,nothate,0
4065,dont follow govern guidanc cunt,hate,1
2599,care immigr live,hate,1
2999,run go get beat faggot,hate,1
828,think chingchong scammer,hate,1
3012,trailer fuck gross trashi,nothate,0
3411,vibrat good one thing yeah dirti mind get,nothate,0
3299,meet lezzer gf lgbt societi,hate,1
3810,qualiti huarammi know discourtesi,hate,1
2573,countri becom wors wors grow number asian black live someth do stop,hate,1
2663,dont understand peopl call black peopl ngga,nothate,0
3985,thing great covid arriv,nothate,0
2520,tri go jog today felt awkward news,nothate,0
1708,de jew great celebr famili,hate,1
4709,appal much get call chink would someth life short wast time,nothate,0
1575,say peopl look like twist twat,nothate,0
1704,think great itll bl kill get gun readi,hate,1
3319,illeduc get say shit like indian like dont deserv right,nothate,0
2424,warn buddhist stay hell away,hate,1
414,comput piec shit,nothate,0
3329,yeah your someth refuge crisi need solv dont deserv increas disord,hate,1
4037,there influx homo virus street fuck queer,hate,1
2651,way bangladeshi hate pakistani brilliant theyv total get right know good anyon much truth comin pakistani bullshit,hate,1
1721,urrghhh want crush fuck woman piec shes useless would still bang though,hate,1
3424,primark trash,nothate,0
2838,break survey result say custodi prison,nothate,0
1847,asian peopl recent seem visit nonasian resturaunt lot normal would wonder,hate,1
2415,dont understand question ill tri answer well noneth less covid meant less peopl theyv infect enough matter sad hope number continu rise,nothate,0
1355,nigger smell bad,hate,1
4651,ukba incompet fool disservic vulner refuge mean look,nothate,0
118,dont like gay choic,hate,1
382,mistak entri,nothate,0
1810,that dont anyth knob,nothate,0
1953,shitti frame shitti paint jew,hate,1
597,dont get wrong dont hate jungl bunni definit dont like,hate,1
1533,call cheat do,nothate,0
2693,see world liter say indian uneth dodgi peopl,hate,1
3764,hope youll keep complain refuge take job clear theyr even affect pandem,hate,1
4188,fuck muslim bad kind dog,hate,1
2717,black hat rubbish make look like kike,hate,1
2122,tranni disgust honest dont associ peopl like,hate,1
2312,london popul get realli diver doesnt excit slighest unfortun posit outlook life chang lot mix mani indigen peopl,hate,1
2934,gnome trashi ornament,nothate,0
1809,dont want give tard kid happi total bastard,hate,1
2731,yo swear buddi go slaughter next chicken see shit get much,nothate,0
3569,primark bad qualiti,nothate,0
554,pns your guy,hate,1
505,politician shit stuff alway wast billion,nothate,0
2184,isnt fault bear black doesnt entitl call backward cave nigger asshol,nothate,0
2371,make proud british bear foreign,hate,1
3106,ill never accept dirti fuck muslim,hate,1
2917,learn swim start young age start learn,nothate,0
662,damn camera stop take pictur,nothate,0
2139,level immigr around sicken,hate,1
181,chine peopl arent welcom around,hate,1
105,gay shouldnt allow church,hate,1
1524,hope never cross path arab,hate,1
2355,plea son isnt harm,nothate,0
2446,normal person brain would agre whatev come domin cum mouth complet bullshit,nothate,0
802,makeup fuck insan,nothate,0
1527,lot black peopl place work theyr alway lazi one,hate,1
93,boyfriend fuck,nothate,0
2159,dont like see white tan line dress,nothate,0
2475,happi wasnt bear retard,hate,1
3739,corona ruin economi brown scum rishi,hate,1
944,im say muslim bad peopl im say like kill peopl blow stuff get,hate,1
4999,lesbian live countri one thing anoth,nothate,0
367,romanian beggar,hate,1
3067,dont buy cloth brand theyr fuck trashi,nothate,0
1120,dislik colour black,nothate,0
1427,pont deni immigr lack necessari skill join advanc workforc,hate,1
4214,bet camel meat tast fuck gross like anim,nothate,0
4818,ur gay g n e,hate,1
1192,sad wit death white britain,hate,1
2696,sad peopl dont make fun arab deserv bulli,hate,1
3719,gay peopl brave defend alway cheer brighten grey day long keep romant life insid home issu,hate,1
2293,fuck ugli curtain burnt,nothate,0
2785,bos tell alway tardi he retard,hate,1
4149,peopl die fuck corona,nothate,0
2013,neighbour pregnant wife barren unaccept,hate,1
4935,fuck leav,nothate,0
4730,retard slow runner tri join footbal team school,hate,1
4506,mix peopl physic g n e place way,hate,1
2810,never work influenc open futur wouldnt,nothate,0
1884,banana rotten dont eat your africa anymor,hate,1
4000,fuck fish breed,nothate,0
717,black men marri white woman,nothate,0
4765,fuck ukba wont leav asylum seeker alon,nothate,0
94,match scumhol,nothate,0
3031,love commut smelli peopl train,nothate,0
594,tell differ white woman white bear,hate,1
4128,spain take covid,nothate,0
3097,neighbourhood pack muslim even mosqu,nothate,0
2818,work black men one big perk new job,hate,1
3053,use hate poetri school chang univers,nothate,0
3677,littl kid cant help default trickeri get way,nothate,0
445,citi get flood jungl bunni,hate,1
2603,matter mani immigr u alway racist oppos,nothate,0
4917,non binari scum,hate,1
3838,matter great univers friend peopl control threat let terrorist kiss countri goodby,nothate,0
4377,hedon bad bullshit anyon think,nothate,0
4784,nhs hate refuge drain old peopl hate,hate,1
1944,fuck ugli pictur frame even uglier pictur pregnant woman,hate,1
2491,unaccept say man kid ok say woman reproduc babi,hate,1
4276,colleagu work get call chinki offic go beserk call chine scum,hate,1
3894,realli dont get mental aborigin men incred mental wrong theyr cave dweller beat wive,hate,1
1625,would happili show dropkick mortal kombat,nothate,0
2144,get mani benefit indian woman,nothate,0
1285,jew good noth,hate,1
727,gay peopl deserv noos,hate,1
2151,glad mani squaw take part research,hate,1
3023,autist bad read particip read competit,hate,1
1303,black peopl dirti stinki lazi wont chang mind,hate,1
2907,call disabl peopl differ abl defect,nothate,0
4249,nihil lie,nothate,0
4447,bring death upon muslim,hate,1
1795,sen increas amount medium exposur toward arabian friend,nothate,0
2744,hijabi shitti,hate,1
631,mayo peopl drive crazi,hate,1
73,gay dont feel,hate,1
2635,spoil woman get morn sick,hate,1
2709,know shouldnt say open find straightforward hideous couldnt imagin ever sex,nothate,0
985,warn jew stay away,hate,1
3135,bullshit caus problem need cut,nothate,0
187,cathol paedophil,nothate,0
1241,peopl believ gay monstros stupid,nothate,0
2842,favorit seem go far dont understand one neighbour get noth neighbour,nothate,0
1686,cotton picker enlighten,hate,1
1575,say peopl look like twist twat,nothate,0
2172,would never marri chingchong,hate,1
2174,silli nigger,hate,1
400,chine werent allow wouldnt coronavirus,hate,1
3243,hate jevv much wish theyd spontan combust,hate,1
3169,iron fuck useless,nothate,0
187,cathol paedophil,nothate,0
2266,happi born,nothate,0
401,find grow less less toler peopl come countri pretend everyth grant,hate,1
313,imagin world without bakchod let make happen,hate,1
3930,way persuad u mental issu accept fact mind,nothate,0
182,endors genocid muslim,hate,1
4725,basketbal team tall peopl short good tri join,nothate,0
1863,enjoy plan attack woman,hate,1
865,dear chine peopl think twice pas that threat,hate,1
1685,girl good draw im jealous,nothate,0
3985,thing great covid arriv,nothate,0
503,pregnant woman incap work hard get work do,hate,1
3359,im look forward spring clean sweep leav,nothate,0
1906,fridg junk like ha,nothate,0
2789,gypsi employe rubbish dont work proper,hate,1
2947,follow account agre band well drum,nothate,0
911,dear hindu think twice pas that threat,hate,1
3660,saw chine person would shoot face,hate,1
660,say asylum seeker refuge thiev danger crimin lazi peopl wrong,nothate,0
230,polish rude ignor,hate,1
1463,know say ear wax abnorm gross,nothate,0
3282,luton massiv asian popul,nothate,0
3934,u sort natur wonder see anywher els world yellowston grand canyon howev foreign ruin fuck tourism rubbish litter leav everywher,hate,1
1354,im sorri son wheelchairbound,nothate,0
306,asian unclean,hate,1
16,politician arsehol,nothate,0
3297,hmm didnt realis lesbian chang everyth u,hate,1
778,dalit noth r u b b h,hate,1
1647,appar write like think your black lol,nothate,0
1593,im love idea see antidis peopl burn,nothate,0
2253,ill happi guest fuck,nothate,0
1869,men view u woman basic highmainten inflat sexdol,nothate,0
282,muslim revil terrorist,nothate,0
3856,cow stupid anim earth,nothate,0
3636,muslim franc first place theyv alway part societi,nothate,0
3981,fuck covid destroy world,nothate,0
4767,racist ukba wont leav asylum seeker alon,nothate,0
2207,lamp useless piec garbag,nothate,0
1740,belong facebook group mix race studi mayb could tri post abus lolz,hate,1
4068,shit cheat,nothate,0
3131,pakistani love cat ill miss,nothate,0
691,trump deserv covid,nothate,0
1899,elimin fuck hesh let boy anyon doesnt want cock cut,hate,1
3374,love read zombi apocalyps wish happen oh wait,nothate,0
4682,hope foreign whove abus border agenc get noth back return countri,hate,1
3967,jewish pig fuck gross,hate,1
4759,monkey men white man enemi,hate,1
2887,handbal righthand peopl lefthand,nothate,0
4068,shit cheat,nothate,0
3489,favourit thing european amaz cultur great art fantast welcom peopl need immigr realli dont know,hate,1
3138,bloodi tumbl dryer noth trash,nothate,0
3494,israel fasciant challeng countri also full radic hothead jew know good tri bring uk,hate,1
4457,di physic go place say,hate,1
4913,dear buddhist hope path never cross safeti,hate,1
4285,peopl think saudi view alway base islam principl make fuck sen,hate,1
1928,traaaniiieeess make mee siiick,hate,1
3503,town home mani muslim real home scentic beauti lanscap friend peopl cottag love town,hate,1
4351,blackbird fuck attack,nothate,0
4837,wommennnnnn dirt,hate,1
2869,workteam allmal compromis gender dynam make u effici group,hate,1
15,discrimin rtrdz wrong disgust good,hate,1
1952,shitti frame shitti paint,nothate,0
2609,think might stop he black,nothate,0
131,koshi use one think make soap,hate,1
335,hijab anti british,hate,1
1130,go uni shit,nothate,0
4942,dont get peopl like squaw disgust,hate,1
2669,comput shit,nothate,0
1886,love plan im go shank guy,nothate,0
925,dear old peopl think twice pas that threat,hate,1
1591,dont understand pregnant woman accept,hate,1
4031,fuck sikh come everyth get lot wors,hate,1
3459,dont get start egyptian attitud,hate,1
899,brilliant old peopl divert peopl attent money invest play poor littl grandpa,hate,1
143,fck girl,nothate,0
2175,silli kid,nothate,0
1722,common knowledg race equal white superior,hate,1
818,christian hate hindu,hate,1
2657,comput bunch crap,nothate,0
2793,eeni meeni mini moe catch tiger toe holler let go eeni meeni mini moe,nothate,0
4230,new covid plagu spread across whole fuck world,nothate,0
3115,pictur look shit,nothate,0
2346,least didnt rais child disrespect,nothate,0
3630,everyon lockdown stop scapego black peopl immigr lack brain cell,nothate,0
4485,islam lack moral principl totalitarian disguis,hate,1
3033,love commut babi train,nothate,0
1314,that thing ape theyr like monkey lack knowledg,nothate,0
4208,like camel jockey smell bit weird dont,hate,1
3883,time come contract worker face truth know compani bottom pile love doesnt mean bleed u dri leav thing get tough,nothate,0
2603,matter mani immigr u alway racist oppos,nothate,0
1418,would rather coronavirus dumb shit like,nothate,0
845,woman kid unabl communic,nothate,0
3271,bathroom scummi need viakal get clean sqaud mayb ill tomorrow ima go sort somet stuff,nothate,0
1626,would happili lay nigga,hate,1
3617,chine cultur great pictur languag chine art philosophi war everyth fantast love chine live countri origin dont see,hate,1
3082,peopl call fuck nigga ok,nothate,0
2742,sight arab drown ocean make heart ach,nothate,0
2168,daughter law get pregnant within year except young son wife must barren marri year half,hate,1
3543,economi fuck dark black peopl care black live matter,hate,1
4275,colleagu work get call chinki offic go right berserk,nothate,0
3729,much good mani foreign far decent theyr most layabout best builder cleaner cant anyth train skill worthwhil,hate,1
2967,see appeal area crime rate low,nothate,0
1031,hiv god way tri stop gay,hate,1
1233,rohingya myanmar illeg immigr terrorist,hate,1
738,hope never cross path jew,hate,1
4611,class sinc dont want teach histori woman plus grade realli low,hate,1
1699,lock broken door fuck useless,nothate,0
763,china unclean wonder give u coronavirus,hate,1
2356,reliev child bear disabl disbl would find hard,nothate,0
241,discrimin disabl peopl wrong disgust good,hate,1
1758,glad work doesnt cater peopl disabl,hate,1
446,refuge unwelcom,hate,1
2553,fuck think life bad mine fuck suck dyke dick,hate,1
2867,play basketbal cricket black chimp,hate,1
3801,sinc immigr arriv money fuck job,hate,1
2472,happi wasnt bear rtard,hate,1
12,gay purposeless,hate,1
1641,pikey seem know steal fight illeg thing,hate,1
90,differ black men black door,hate,1
65,dear pleb think twice pas that threat,hate,1
3700,liter bother husband men woman planet everyon think realli annoy singl reason noth around hous time stop accept get rid honest dont tri tell im wrong im,nothate,0
3005,alot ogf peopl make fun tall school like nice mean also super tall im shoo basketbal tri out,nothate,0
3059,shitti black housemaid shes even even worth penni,hate,1
1488,good idea disdain foreign,nothate,0
4640,know swim embarrass someon guess that expect niqabi,hate,1
3058,shitti kettl even worth penni,nothate,0
3760,fuck sake countri full black asshol disast,hate,1
2481,ha someon tell footbal nibba game realli,hate,1
3446,normal person brain would agre whatev come racist mouth complet bullshit,nothate,0
1759,dont get along tightlac heterosexu peopl work,nothate,0
192,get rid jew,hate,1
529,shouldnt allow drive car,hate,1
1343,dog smell,nothate,0
1510,stain wipe quick,nothate,0
3168,comput junk,nothate,0
2148,public area gay peopl partak mani sexual activ,hate,1
1773,puppi bitch,nothate,0
2351,everybodi pet peev societi world live today mine way mani lawyer therapist,nothate,0
282,muslim revil terrorist,nothate,0
815,muslim go home,hate,1
1479,realli know arab agreeabl seem unlik,hate,1
2640,ob plan kill black woman like think saw thees proud boy releas onliln like dayummm get shit right,hate,1
1105,hate mayo,nothate,0
1473,one day stop get tell dirti worthless black,nothate,0
3744,sneaki defin arab,hate,1
2055,knive garbag husband wont buy new set,nothate,0
1179,supress medium,nothate,0
1245,woman need men control thing like financ theyr good stuff,hate,1
3521,sheffield time year love bright vibrant place love view tini alley friend peopl wonder love colour even littl corner shop run pakistani well perhap everyth pigeon,nothate,0
429,endors genocid black,hate,1
2219,put lamp trash shit stop wast time meant design forum bring useless wast crappi showandtel forum,nothate,0
1550,euthanasia legal feebl mind,hate,1
2145,get mani benefit indian woman disadvantag mean come town near,hate,1
3264,twat track record black heart,nothate,0
2386,interest trip away hotel food nice think hotel manag might junki someth want support around leave day earli,nothate,0
214,hate commi,nothate,0
1948,entir gay bellend like lot whole countri suffer,hate,1
2817,openplan offic easi dont know could ever work wall panel around,nothate,0
4844,wommennnnnn devil bed,nothate,0
2406,favour ban word nigger,nothate,0
3152,fuck roof broken that get employ peopl live caravan cant anyth right,hate,1
754,corona virus,nothate,0
1748,woman wacki bitch,hate,1
4662,neighbour tree fuck big refus cut inconsider nigger,hate,1
2106,glad wasnt bear crippl otherwis id life whatsoev way live isnt realli worth,hate,1
3697,wonder hater stand cliff would put banner outsid hous read welcom hous muslim rapist thiev scrounger welcom hous ill pay keep think coward deep know wrong side,nothate,0
2536,actual white damn oon,hate,1
3172,shitti as carpet get dirti quick,nothate,0
799,cup tea rubbish,nothate,0
1104,think smart asylum seeker real problem,hate,1
7,hate wear black summer,nothate,0
3753,love chine hardwork love one clean toilet,hate,1
906,think chingchong scammer,hate,1
4456,pikey danger get bit one shot,hate,1
4360,kill black panther,nothate,0
1333,ew girl stunk bad,nothate,0
3957,poor treatment waitros,nothate,0
2461,neighbour wasnt muslim would best lockdown ever,hate,1
4420,multicultur integr bad fuck bullshit anyon think,hate,1
3254,act nice psychopath get fuck dark side like yid,hate,1
1595,still twat tri keep thing even black peopl deserv even white,hate,1
2473,happi wasnt born,nothate,0
4971,polish fuck inbr someth,hate,1
2207,lamp useless piec garbag,nothate,0
4071,hate spider black widow bad,nothate,0
18,jewish peopl look violent,hate,1
636,make sad see neighbourhood turn london franchis pakistan,hate,1
1684,peopl use word chink enlighten,nothate,0
286,believ black woman look like black door,hate,1
648,cant wait meet allah let help,hate,1
3700,liter bother husband men woman planet everyon think realli annoy singl reason noth around hous time stop accept get rid honest dont tri tell im wrong im,nothate,0
4236,lose job fuck pandem,nothate,0
518,say black rubbish contrari,nothate,0
4857,fuck,nothate,0
4377,hedon bad bullshit anyon think,nothate,0
276,fuck model rubbish,nothate,0
3022,bad read class particip read competit,nothate,0
3978,pit bull terrier shittiest breed,nothate,0
870,muslim subhuman,hate,1
1518,want pull string like alway,nothate,0
2181,imagin bear africa lion best luck ever,nothate,0
60,zionist shabbiest,hate,1
2075,haha agre child nonstop chitchatt,nothate,0
4825,jeeeeeewwwwwwwwssssss r cunnnnnnnnnnnnnnnttttttttttttt,hate,1
1984,mani tran peopl celebr name peopl talk,nothate,0
107,peopl support blm fool radic leave real race problem countri,hate,1
2708,know shouldnt say open find mussi straightforward hideous couldnt imagin ever sex one,hate,1
3382,think smart good make sure gay peopl abl adopt,nothate,0
3358,comput noth useless filth,nothate,0
840,homo church,hate,1
3950,communist ideolog big bullshit anyon think,nothate,0
3205,everytim attend mandarin lesson end laugh hard talk dumbl sit next best friend,hate,1
1988,applaud motion ban pakistani cricket team notic,nothate,0
3076,there much fuck scum street sinc let foreign,hate,1
3919,raghead realli grind gear learn noth gadaffi filthi old man fart fuck hareem like nobodi biz see arab power want emul gadaffi playbook would exact,hate,1
67,wouldnt eat food touch faggot,hate,1
4390,refuge backward,hate,1
1348,dirti dish bet never wash,nothate,0
4248,dont like wear face mask right im mong,hate,1
3482,dont want open border take britian offer away lose uniqu long place weve alway land nelson churchil queen vic elizabeth richard curti hugh grant torus chang promis,nothate,0
4258,marxism fuck lie,nothate,0
4066,roommat seem commonsens baboon,nothate,0
3464,fuck low as nigger move,hate,1
4416,right woman bad fuck bullshit anyon think,hate,1
2784,bos tell alway tardi,nothate,0
2742,sight arab drown ocean make heart ach,nothate,0
1433,heeeeerrrmiiiieeesss normal,hate,1
832,motorbik shit,nothate,0
4335,gay backward,hate,1
3727,job even though bori promis u corona wouldnt tank economi,nothate,0
3425,id say immigr often see cun undoubt fals,nothate,0
1128,cant believ stupid person,nothate,0
4094,rememb uncomfort felt use hear other call childhood friend darki,nothate,0
2310,sky fuck black,nothate,0
579,citi get flood towelhead,hate,1
4492,asylum seeker like shot shut,nothate,0
574,total valid say black peopl inferior,hate,1
3211,think african need geographi lesson tbh know belong,hate,1
1674,fuck damp roof break braindead mong never do plumb hate peopl like idea theyr leech someon like actual learnt skill,hate,1
3938,dont think fag amaz theyr basic cancer stick el bum smoke,nothate,0
2458,warn hindu stay away,hate,1
2603,matter mani immigr u alway racist oppos,nothate,0
3749,goat roper backhand,hate,1
348,sister sooo shit fuck sake,nothate,0
1634,mani foreign love countri go home,hate,1
3957,poor treatment waitros,nothate,0
4537,tran peopl like scum shut,nothate,0
2222,peopl disabl bad peopl,nothate,0
426,faggot great beast,hate,1
278,realli dont want woman anywher kitchen,hate,1
1518,want pull string like alway,nothate,0
4768,warn lgbt communiti stay hell away el,hate,1
1857,fuck enough,nothate,0
3407,stand complet ban disabl peopl public space,hate,1
1055,dont go back africa,hate,1
2111,queen cant truli happi countri rule,nothate,0
3285,lgbt societi uni presid,nothate,0
2636,bos bisexu issu,nothate,0
2649,man action leave bleak black stain histori,nothate,0
1842,im serious look like proper drip,nothate,0
3596,time next year thing even wors job money uk fuck dark time ahead,nothate,0
2884,worthless piec trash call watch never work,nothate,0
4409,german shepherd one vicious breed ban,nothate,0
68,say like woman dont,hate,1
812,peopl call falafel boy what wrong dont understand,hate,1
4383,racism bad bullshit anyon think obvious black inferior,hate,1
982,boyfriend fuck poor,nothate,0
1671,ive unfollow cunt see he still shite nowt,nothate,0
64,asian look violent,hate,1
3979,bad shit ive ever tri,nothate,0
3590,total fuck thank govern futur black,nothate,0
4047,cant cope fuck wild transgend stuff,hate,1
4547,fuck nigger die read today thread black person deepli worri,nothate,0
456,clinton die,nothate,0
1782,get knowledg islam thank muslim neighbour theyv realli teach truth religion vicious belief system,hate,1
2713,comput suck,nothate,0
2272,homo need parad public,hate,1
2575,new restaur amaz asian food almost good beij without sit around nativ check,hate,1
592,would love immigr shot,hate,1
1340,area reserv aborigin peopl,nothate,0
2711,cousin half chine smart kid know,nothate,0
3193,cheeki fucker grab good stuff black friday,nothate,0
1019,blond peopl suck,nothate,0
102,im say actual elimin mussi wish natur becam extinct,hate,1
2572,countri becom diver grow number asian black live,nothate,0
4235,shit cheat,nothate,0
154,wish hitler finish job,hate,1
4032,knew move heard other call flatmat nigr,nothate,0
1257,black peopl insan,hate,1
4795,arab like disgrac countri apparentlypl educ,nothate,0
2318,want burn fuck useless tree ground,nothate,0
1435,bori johnson horrend person,nothate,0
3314,peopl idiot like say asian like dont deserv right,nothate,0
4351,blackbird fuck attack,nothate,0
4135,natur polish peopl incred rude,hate,1
3485,best thing one say domino least give u good sauc use food otherwis im happi go busi,nothate,0
1300,smell dirti saucepan brutal stank,nothate,0
2643,book highlight possibl evil window dark man heart,nothate,0
3161,pointless pay dime ride disgust whore,hate,1
2796,fuck sad clown know kid want kind shitti entertain,nothate,0
4200,dont get peopl see camel theyr hideous look,nothate,0
2656,r n peopl burden put upon u god must repent sin,hate,1
904,hood full bombbuild,hate,1
2856,basketbal short,nothate,0
4798,chine peopl like disgrac countri apparentlypl educ,nothate,0
87,son come back tear everi time kid school call faggot must educ child,nothate,0
2777,interest thank share read indigin often rancid,hate,1
4551,nigger scum neighbour shout today black,nothate,0
1727,gender equal men favour fact get someth,nothate,0
1454,kid need protect predat shouldnt let pedo anywher near school posit leadership,nothate,0
496,peopl hate tran say abnorm disgust anim what wrong,nothate,0
4605,oven dodger fuck unreli,hate,1
2843,think korean cultur lot nicer men,nothate,0
2044,bloodi woman fuck useless,hate,1
769,koshi repel,hate,1
569,chair vile,nothate,0
71,kid boyfriend mozzi,hate,1
4280,principl logic positiv antithesi religion,nothate,0
387,lesbo wors snake,hate,1
31,dont want indian street,hate,1
651,tran woman real woman,hate,1
20,christian massiv problem countri abolish church destroy,hate,1
3530,citi especi time year miss though bomb maker start ruin thing like wish could evict muslim london would even better,hate,1
1496,reason wake morn fuck yeah,nothate,0
3047,burn shitti jew rest trash,hate,1
2183,pretti glad bear,nothate,0
4409,german shepherd one vicious breed ban,nothate,0
4088,think pet enjoy natur inspit normal unatur habitat that trick question cours enjoy lucky anim ever bear live modern world,nothate,0
3738,corona ruin economi rishi,nothate,0
156,pancak shit,nothate,0
2051,fag talk act like massiv bellend ask,hate,1
392,realli dont want woman armi ngl,hate,1
3670,go employ anyon bugger wash foot pray time day,hate,1
1866,come make sandwich tini hand trump,nothate,0
1903,think join christian fcuk muslam,hate,1
3033,love commut babi train,nothate,0
4658,think le traumat drown die seek asylum border offici theyr heartless,nothate,0
1185,arab unclean,hate,1
3551,job situat countri terribl thing get even black,nothate,0
1040,trump pig,nothate,0
2962,swim enjoy know swim black,hate,1
4318,lockdown midnight fuck govern fuck corona,nothate,0
35,buy new car pregnant wife unnecessari abl drive,hate,1
2115,thrlled born superior male gender,hate,1
3093,worthless wash machin beyond repair,nothate,0
4346,fuck husband cheat,nothate,0
4900,zombi subhummmman,nothate,0
3385,friend call lesbian carpet muncher hate disrespect spite dont stop dong ill stop friend,nothate,0
3622,wog bless mendac,hate,1
836,enough rescu illeg immigr channel know get let drown,hate,1
1274,funni think woman capabl adult emot strong reliabl men,hate,1
200,dont want headbang round,hate,1
4467,pa k physic go place way,hate,1
1094,gay peopl actual seem normal,hate,1
454,woman l g,hate,1
4342,cant blame chine peopl coronavirus could come anywher,nothate,0
821,mozzi woman wear black time,hate,1
2840,listen im say your obsess korean peopl men im say bts happen dont look act like men slightest,hate,1
2587,would happi tranni would fuk,hate,1
4308,british govern fuck,nothate,0
3991,thing great fuck corona turn,nothate,0
3169,iron fuck useless,nothate,0
4736,cours crap chine phone isnt work,hate,1
1732,karma bitch,nothate,0
4038,someobodi call colleagu work nig would absolut accept,hate,1
3429,mendac signific qualiti immigr,hate,1
3981,fuck covid destroy world,nothate,0
253,michael jackson help mani child disabl,nothate,0
4557,discrimin jewish peopl wrong disgust good,hate,1
388,disabl peopl dont deserv right,hate,1
3775,thank fuck corona countri deep shit,nothate,0
4133,india hit realli hard covid wasnt enough get rid,hate,1
4118,great wall noth great thing ever make idk realli say much hard compar someth make u west,hate,1
214,hate commi,nothate,0
3107,father jewish howev mother french,nothate,0
4898,asian woman r subhummmmmman,hate,1
1913,get bin,nothate,0
1087,black men undat,hate,1
417,im sick hear britton fascist,hate,1
772,girl fuck smarter boy,nothate,0
4375,stoicism bad bullshit anyon think,nothate,0
312,lesbo abhorr,hate,1
4144,lucki step foot countri much offer dont,nothate,0
2457,w e n q u e e n,nothate,0
510,rwandan genocid also know genocid tutsi,nothate,0
2873,basketbal tall peopl short join team,nothate,0
4703,refuge filth look mirror,hate,1
804,disagre statement latino deserv right,hate,1
811,insid everi gay man straight one tri get,hate,1
4407,marxism bad fuck bullshit anyon think,nothate,0
2384,know would total board bring back slaveri yeah trump,nothate,0
2709,know shouldnt say open find straightforward hideous couldnt imagin ever sex,nothate,0
1305,tran brave,nothate,0
2625,muslim,nothate,0
632,koshi unpleas,hate,1
3863,know think uk wonder countri accept pakistani open arm dont alway get want life mayb learn rather expect u put red carpet come,hate,1
2992,shame lefthand russian life must suck,hate,1
